VariableName,Value,ValueLabel
State and 114TH Congressional District ID (HD2020),4816,"TX, District 16"
State and 114TH Congressional District ID (HD2020),4817,"TX, District 17"
State and 114TH Congressional District ID (HD2020),4818,"TX, District 18"
State and 114TH Congressional District ID (HD2020),4819,"TX, District 19"
State and 114TH Congressional District ID (HD2020),4820,"TX, District 20"
State and 114TH Congressional District ID (HD2020),4821,"TX, District 21"
State and 114TH Congressional District ID (HD2020),4823,"TX, District 23"
State and 114TH Congressional District ID (HD2020),4825,"TX, District 25"
State and 114TH Congressional District ID (HD2020),4826,"TX, District 26"
State and 114TH Congressional District ID (HD2020),4832,"TX, District 32"
State and 114TH Congressional District ID (HD2020),4835,"TX, District 35"
State and 114TH Congressional District ID (HD2020),4901,"UT, District 01"
State and 114TH Congressional District ID (HD2020),4902,"UT, District 02"
State and 114TH Congressional District ID (HD2020),5102,"VA, District 02"
State and 114TH Congressional District ID (HD2020),5103,"VA, District 03"
State and 114TH Congressional District ID (HD2020),5305,"WA, District 05"
State and 114TH Congressional District ID (HD2020),5307,"WA, District 07"
State and 114TH Congressional District ID (HD2020),5401,"WV, District 01"
State and 114TH Congressional District ID (HD2020),5403,"WV, District 03"
State and 114TH Congressional District ID (HD2020),5502,"WI, District 02"
State and 114TH Congressional District ID (HD2020),5600,"WY, District 00"
State abbreviation (HD2019),AL,Alabama
State abbreviation (HD2019),AZ,Arizona
State abbreviation (HD2019),AR,Arkansas
State abbreviation (HD2019),CA,California
State abbreviation (HD2019),CO,Colorado
State abbreviation (HD2019),FL,Florida
State abbreviation (HD2019),GA,Georgia
State abbreviation (HD2019),ID,Idaho
State abbreviation (HD2019),IL,Illinois
State abbreviation (HD2019),IN,Indiana
State abbreviation (HD2019),IA,Iowa
State abbreviation (HD2019),KS,Kansas
State abbreviation (HD2019),KY,Kentucky
State abbreviation (HD2019),LA,Louisiana
State abbreviation (HD2019),MD,Maryland
State abbreviation (HD2019),MI,Michigan
State abbreviation (HD2019),MN,Minnesota
State abbreviation (HD2019),MS,Mississippi
State abbreviation (HD2019),MO,Missouri
State abbreviation (HD2019),NE,Nebraska
State abbreviation (HD2019),NV,Nevada
State abbreviation (HD2019),NJ,New Jersey
State abbreviation (HD2019),NM,New Mexico
State abbreviation (HD2019),NY,New York
State abbreviation (HD2019),NC,North Carolina
State abbreviation (HD2019),OH,Ohio
State abbreviation (HD2019),OK,Oklahoma
State abbreviation (HD2019),OR,Oregon
State abbreviation (HD2019),PA,Pennsylvania
State abbreviation (HD2019),SC,South Carolina
State abbreviation (HD2019),TN,Tennessee
State abbreviation (HD2019),TX,Texas
State abbreviation (HD2019),UT,Utah
State abbreviation (HD2019),VA,Virginia
State abbreviation (HD2019),WA,Washington
State abbreviation (HD2019),WV,West Virginia
State abbreviation (HD2019),WI,Wisconsin
State abbreviation (HD2019),WY,Wyoming
Core Based Statistical Area (CBSA) (HD2019),10420,"Akron, OH"
Core Based Statistical Area (CBSA) (HD2019),10740,"Albuquerque, NM"
Core Based Statistical Area (CBSA) (HD2019),11180,"Ames, IA"
Core Based Statistical Area (CBSA) (HD2019),11460,"Ann Arbor, MI"
Core Based Statistical Area (CBSA) (HD2019),11900,"Athens, OH"
Core Based Statistical Area (CBSA) (HD2019),12020,"Athens-Clarke County, GA"
Core Based Statistical Area (CBSA) (HD2019),12060,"Atlanta-Sandy Springs-Alpharetta, GA"
Core Based Statistical Area (CBSA) (HD2019),12220,"Auburn-Opelika, AL"
Core Based Statistical Area (CBSA) (HD2019),12420,"Austin-Round Rock-Georgetown, TX"
Core Based Statistical Area (CBSA) (HD2019),12940,"Baton Rouge, LA"
Core Based Statistical Area (CBSA) (HD2019),13820,"Birmingham-Hoover, AL"
Core Based Statistical Area (CBSA) (HD2019),14020,"Bloomington, IN"
Core Based Statistical Area (CBSA) (HD2019),14260,"Boise City, ID"
Core Based Statistical Area (CBSA) (HD2019),14380,"Boone, NC"
Core Based Statistical Area (CBSA) (HD2019),14500,"Boulder, CO"
Core Based Statistical Area (CBSA) (HD2019),14540,"Bowling Green, KY"
Core Based Statistical Area (CBSA) (HD2019),15380,"Buffalo-Cheektowaga, NY"
Core Based Statistical Area (CBSA) (HD2019),16580,"Champaign-Urbana, IL"
Core Based Statistical Area (CBSA) (HD2019),16740,"Charlotte-Concord-Gastonia, NC-SC"
Core Based Statistical Area (CBSA) (HD2019),16980,"Chicago-Naperville-Elgin, IL-IN-WI"
Core Based Statistical Area (CBSA) (HD2019),17140,"Cincinnati, OH-KY-IN"
Core Based Statistical Area (CBSA) (HD2019),17780,"College Station-Bryan, TX"
Core Based Statistical Area (CBSA) (HD2019),17820,"Colorado Springs, CO"
Core Based Statistical Area (CBSA) (HD2019),17860,"Columbia, MO"
Core Based Statistical Area (CBSA) (HD2019),17900,"Columbia, SC"
Core Based Statistical Area (CBSA) (HD2019),18140,"Columbus, OH"
Core Based Statistical Area (CBSA) (HD2019),18700,"Corvallis, OR"
Core Based Statistical Area (CBSA) (HD2019),19100,"Dallas-Fort Worth-Arlington, TX"
Core Based Statistical Area (CBSA) (HD2019),21340,"El Paso, TX"
Core Based Statistical Area (CBSA) (HD2019),21660,"Eugene-Springfield, OR"
Core Based Statistical Area (CBSA) (HD2019),22220,"Fayetteville-Springdale-Rogers, AR"
Core Based Statistical Area (CBSA) (HD2019),22660,"Fort Collins, CO"
Core Based Statistical Area (CBSA) (HD2019),23420,"Fresno, CA"
Core Based Statistical Area (CBSA) (HD2019),23540,"Gainesville, FL"
Core Based Statistical Area (CBSA) (HD2019),24780,"Greenville, NC"
Core Based Statistical Area (CBSA) (HD2019),25620,"Hattiesburg, MS"
Core Based Statistical Area (CBSA) (HD2019),26420,"Houston-The Woodlands-Sugar Land, TX"
Core Based Statistical Area (CBSA) (HD2019),26580,"Huntington-Ashland, WV-KY-OH"
Core Based Statistical Area (CBSA) (HD2019),26980,"Iowa City, IA"
Core Based Statistical Area (CBSA) (HD2019),27860,"Jonesboro, AR"
Core Based Statistical Area (CBSA) (HD2019),28020,"Kalamazoo-Portage, MI"
Core Based Statistical Area (CBSA) (HD2019),28940,"Knoxville, TN"
Core Based Statistical Area (CBSA) (HD2019),29180,"Lafayette, LA"
Core Based Statistical Area (CBSA) (HD2019),29200,"Lafayette-West Lafayette, IN"
Core Based Statistical Area (CBSA) (HD2019),29620,"Lansing-East Lansing, MI"
Core Based Statistical Area (CBSA) (HD2019),29660,"Laramie, WY"
Core Based Statistical Area (CBSA) (HD2019),29820,"Las Vegas-Henderson-Paradise, NV"
Core Based Statistical Area (CBSA) (HD2019),29940,"Lawrence, KS"
Core Based Statistical Area (CBSA) (HD2019),30460,"Lexington-Fayette, KY"
Core Based Statistical Area (CBSA) (HD2019),30700,"Lincoln, NE"
Core Based Statistical Area (CBSA) (HD2019),30780,"Little Rock-North Little Rock-Conway, AR"
Core Based Statistical Area (CBSA) (HD2019),30860,"Logan, UT-ID"
Core Based Statistical Area (CBSA) (HD2019),31080,"Los Angeles-Long Beach-Anaheim, CA"
Core Based Statistical Area (CBSA) (HD2019),31180,"Lubbock, TX"
Core Based Statistical Area (CBSA) (HD2019),31540,"Madison, WI"
Core Based Statistical Area (CBSA) (HD2019),31740,"Manhattan, KS"
Core Based Statistical Area (CBSA) (HD2019),32820,"Memphis, TN-MS-AR"
Core Based Statistical Area (CBSA) (HD2019),33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
Core Based Statistical Area (CBSA) (HD2019),33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
Core Based Statistical Area (CBSA) (HD2019),33660,"Mobile, AL"
Core Based Statistical Area (CBSA) (HD2019),33740,"Monroe, LA"
Core Based Statistical Area (CBSA) (HD2019),34060,"Morgantown, WV"
Core Based Statistical Area (CBSA) (HD2019),34380,"Mount Pleasant, MI"
Core Based Statistical Area (CBSA) (HD2019),34620,"Muncie, IN"
Core Based Statistical Area (CBSA) (HD2019),34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
Core Based Statistical Area (CBSA) (HD2019),34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
Core Based Statistical Area (CBSA) (HD2019),35380,"New Orleans-Metairie, LA"
Core Based Statistical Area (CBSA) (HD2019),35620,"New York-Newark-Jersey City, NY-NJ-PA"
Core Based Statistical Area (CBSA) (HD2019),36420,"Oklahoma City, OK"
Core Based Statistical Area (CBSA) (HD2019),36740,"Orlando-Kissimmee-Sanford, FL"
Core Based Statistical Area (CBSA) (HD2019),37060,"Oxford, MS"
Core Based Statistical Area (CBSA) (HD2019),37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
Core Based Statistical Area (CBSA) (HD2019),38060,"Phoenix-Mesa-Chandler, AZ"
Core Based Statistical Area (CBSA) (HD2019),39420,"Pullman, WA"
Core Based Statistical Area (CBSA) (HD2019),39900,"Reno, NV"
Core Based Statistical Area (CBSA) (HD2019),40820,"Ruston, LA"
Core Based Statistical Area (CBSA) (HD2019),41620,"Salt Lake City, UT"
Core Based Statistical Area (CBSA) (HD2019),41700,"San Antonio-New Braunfels, TX"
Core Based Statistical Area (CBSA) (HD2019),41740,"San Diego-Chula Vista-Carlsbad, CA"
Core Based Statistical Area (CBSA) (HD2019),41860,"San Francisco-Oakland-Berkeley, CA"
Core Based Statistical Area (CBSA) (HD2019),41940,"San Jose-Sunnyvale-Santa Clara, CA"
Core Based Statistical Area (CBSA) (HD2019),42660,"Seattle-Tacoma-Bellevue, WA"
Core Based Statistical Area (CBSA) (HD2019),43780,"South Bend-Mishawaka, IN-MI"
Core Based Statistical Area (CBSA) (HD2019),44260,"Starkville, MS"
Core Based Statistical Area (CBSA) (HD2019),44340,"Statesboro, GA"
Core Based Statistical Area (CBSA) (HD2019),44660,"Stillwater, OK"
Core Based Statistical Area (CBSA) (HD2019),45300,"Tampa-St. Petersburg-Clearwater, FL"
Core Based Statistical Area (CBSA) (HD2019),45780,"Toledo, OH"
Core Based Statistical Area (CBSA) (HD2019),45980,"Troy, AL"
Core Based Statistical Area (CBSA) (HD2019),46060,"Tucson, AZ"
Core Based Statistical Area (CBSA) (HD2019),46140,"Tulsa, OK"
Core Based Statistical Area (CBSA) (HD2019),46220,"Tuscaloosa, AL"
Core Based Statistical Area (CBSA) (HD2019),47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
Core Based Statistical Area (CBSA) (HD2019),47380,"Waco, TX"
Core Based Statistical Area (CBSA) (HD2019),47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
Core Based Statistical Area (CBSA) (HD2019),48620,"Wichita, KS"
CBSA Type Metropolitan or Micropolitan (HD2019),1,Metropolitan Statistical Area 
CBSA Type Metropolitan or Micropolitan (HD2019),2,Micropolitan Statistical Area
Combined Statistical Area (CSA) (HD2019),106,"Albuquerque-Santa Fe-Las Vegas, NM"
Combined Statistical Area (CSA) (HD2019),122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
Combined Statistical Area (CSA) (HD2019),142,"Birmingham-Hoover-Talladega, AL"
Combined Statistical Area (CSA) (HD2019),144,"Bloomington-Bedford, IN"
Combined Statistical Area (CSA) (HD2019),147,"Boise City-Mountain Home-Ontario, ID-OR"
Combined Statistical Area (CSA) (HD2019),150,"Bowling Green-Glasgow, KY"
Combined Statistical Area (CSA) (HD2019),160,"Buffalo-Cheektowaga-Olean, NY"
Combined Statistical Area (CSA) (HD2019),168,"Cedar Rapids-Iowa City, IA"
Combined Statistical Area (CSA) (HD2019),170,"Charleston-Huntington-Ashland, WV-OH-KY"
Combined Statistical Area (CSA) (HD2019),172,"Charlotte-Concord, NC-SC"
Combined Statistical Area (CSA) (HD2019),176,"Chicago-Naperville, IL-IN-WI"
Combined Statistical Area (CSA) (HD2019),178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
Combined Statistical Area (CSA) (HD2019),184,"Cleveland-Akron-Canton, OH"
Combined Statistical Area (CSA) (HD2019),190,"Columbia-Moberly-Mexico, MO"
Combined Statistical Area (CSA) (HD2019),192,"Columbia-Orangeburg-Newberry, SC"
Combined Statistical Area (CSA) (HD2019),194,"Columbus-Auburn-Opelika, GA-AL"
Combined Statistical Area (CSA) (HD2019),198,"Columbus-Marion-Zanesville, OH"
Combined Statistical Area (CSA) (HD2019),206,"Dallas-Fort Worth, TX-OK"
Combined Statistical Area (CSA) (HD2019),216,"Denver-Aurora, CO"
Combined Statistical Area (CSA) (HD2019),218,"Des Moines-Ames-West Des Moines, IA"
Combined Statistical Area (CSA) (HD2019),220,"Detroit-Warren-Ann Arbor, MI"
Combined Statistical Area (CSA) (HD2019),238,"El Paso-Las Cruces, TX-NM"
Combined Statistical Area (CSA) (HD2019),260,"Fresno-Madera-Hanford, CA"
Combined Statistical Area (CSA) (HD2019),264,"Gainesville-Lake City, FL"
Combined Statistical Area (CSA) (HD2019),272,"Greenville-Kinston-Washington, NC"
Combined Statistical Area (CSA) (HD2019),279,"Hattiesburg-Laurel, MS"
Combined Statistical Area (CSA) (HD2019),288,"Houston-The Woodlands, TX"
Combined Statistical Area (CSA) (HD2019),294,"Indianapolis-Carmel-Muncie, IN"
Combined Statistical Area (CSA) (HD2019),308,"Jonesboro-Paragould, AR"
Combined Statistical Area (CSA) (HD2019),310,"Kalamazoo-Battle Creek-Portage, MI"
Combined Statistical Area (CSA) (HD2019),312,"Kansas City-Overland Park-Kansas City, MO-KS"
Combined Statistical Area (CSA) (HD2019),314,"Kerrville-Fredericksburg, TX"
Combined Statistical Area (CSA) (HD2019),315,"Knoxville-Morristown-Sevierville, TN"
Combined Statistical Area (CSA) (HD2019),318,"Lafayette-Opelousas-Morgan City, LA"
Combined Statistical Area (CSA) (HD2019),320,"Lafayette-West Lafayette-Frankfort, IN"
Combined Statistical Area (CSA) (HD2019),332,"Las Vegas-Henderson, NV"
Combined Statistical Area (CSA) (HD2019),336,"Lexington-Fayette--Richmond--Frankfort, KY"
Combined Statistical Area (CSA) (HD2019),339,"Lincoln-Beatrice, NE"
Combined Statistical Area (CSA) (HD2019),340,"Little Rock-North Little Rock, AR"
Combined Statistical Area (CSA) (HD2019),348,"Los Angeles-Long Beach, CA"
Combined Statistical Area (CSA) (HD2019),352,"Lubbock-Plainview-Levelland, TX"
Combined Statistical Area (CSA) (HD2019),357,"Madison-Janesville-Beloit, WI"
Combined Statistical Area (CSA) (HD2019),368,"Memphis-Forrest City, TN-MS-AR"
Combined Statistical Area (CSA) (HD2019),370,"Miami-Port St. Lucie-Fort Lauderdale, FL"
Combined Statistical Area (CSA) (HD2019),378,"Minneapolis-St. Paul, MN-WI"
Combined Statistical Area (CSA) (HD2019),380,"Mobile-Daphne-Fairhope, AL"
Combined Statistical Area (CSA) (HD2019),384,"Monroe-Ruston, LA"
Combined Statistical Area (CSA) (HD2019),390,"Morgantown-Fairmont, WV"
Combined Statistical Area (CSA) (HD2019),394,"Mount Pleasant-Alma, MI"
Combined Statistical Area (CSA) (HD2019),396,"Myrtle Beach-Conway, SC-NC"
Combined Statistical Area (CSA) (HD2019),400,"Nashville-Davidson--Murfreesboro, TN"
Combined Statistical Area (CSA) (HD2019),406,"New Orleans-Metairie-Hammond, LA-MS"
Combined Statistical Area (CSA) (HD2019),408,"New York-Newark, NY-NJ-CT-PA"
Combined Statistical Area (CSA) (HD2019),416,"Oklahoma City-Shawnee, OK"
Combined Statistical Area (CSA) (HD2019),422,"Orlando-Lakeland-Deltona, FL"
Combined Statistical Area (CSA) (HD2019),428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Combined Statistical Area (CSA) (HD2019),429,"Phoenix-Mesa, AZ"
Combined Statistical Area (CSA) (HD2019),440,"Portland-Vancouver-Salem, OR-WA"
Combined Statistical Area (CSA) (HD2019),446,"Pullman-Moscow, WA-ID"
Combined Statistical Area (CSA) (HD2019),456,"Reno-Carson City-Fernley, NV"
Combined Statistical Area (CSA) (HD2019),482,"Salt Lake City-Provo-Orem, UT"
Combined Statistical Area (CSA) (HD2019),484,"San Antonio-New Braunfels-Pearsall, TX"
Combined Statistical Area (CSA) (HD2019),488,"San Jose-San Francisco-Oakland, CA"
Combined Statistical Area (CSA) (HD2019),496,"Savannah-Hinesville-Statesboro, GA"
Combined Statistical Area (CSA) (HD2019),500,"Seattle-Tacoma, WA"
Combined Statistical Area (CSA) (HD2019),515,"South Bend-Elkhart-Mishawaka, IN-MI"
Combined Statistical Area (CSA) (HD2019),534,"Toledo-Findlay-Tiffin, OH"
Combined Statistical Area (CSA) (HD2019),536,"Tucson-Nogales, AZ"
Combined Statistical Area (CSA) (HD2019),538,"Tulsa-Muskogee-Bartlesville, OK"
Combined Statistical Area (CSA) (HD2019),545,"Virginia Beach-Norfolk, VA-NC"
Combined Statistical Area (CSA) (HD2019),548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Combined Statistical Area (CSA) (HD2019),556,"Wichita-Winfield, KS"
Combined Statistical Area (CSA) (HD2019),-2,Not applicable
New England City and Town Area (NECTA) (HD2019),-2,Not applicable
Fips County code (HD2019),1073,"Jefferson County, AL"
Fips County code (HD2019),1081,"Lee County, AL"
Fips County code (HD2019),1097,"Mobile County, AL"
Fips County code (HD2019),1109,"Pike County, AL"
Fips County code (HD2019),1125,"Tuscaloosa County, AL"
